src-id,dst-id,label,properties
296,235,content
109,113,content
203,62,content
272,12,content
184,4,content
14,5,content
120,4,content
1,4,content
291,235,content
214,73,content
267,79,content
46,54,content
88,63,content
46,28,content
145,10,content
141,6,content
192,193,content
247,4,content
253,257,content
129,4,content
1,8,content
39,6,content
137,6,content
258,10,content
24,8,content
177,6,content
128,12,content
115,113,content
200,10,content
282,279,content
184,51,content
155,8,content
268,10,content
195,52,content
296,4,content
145,5,content
239,4,content
35,10,content
282,278,content
186,53,content
184,52,content
192,52,content
82,77,content
14,12,content
56,10,content
219,71,content
219,4,content
241,245,content
277,12,content
228,229,content
210,10,content
39,43,content
39,8,content
115,10,content
88,12,content
88,10,content
130,111,content
155,4,content
288,12,content
174,8,content
18,20,content
171,8,content
76,43,content
228,230,content
90,95,content
120,112,content
201,4,content
56,63,content
218,4,content
210,63,content
1,9,content
76,79,content
228,4,content
276,93,content
276,98,content
137,5,content
128,112,content
272,95,content
76,28,content
56,12,content
115,112,content
204,10,content
24,11,content
129,10,content
207,10,content
82,81,content
158,5,content
175,10,content
46,4,content
201,63,content
24,27,content
56,59,content
39,10,content
137,4,content
76,81,content
276,96,content
196,194,content
288,229,content
175,8,content
225,107,content
90,94,content
293,10,content
214,71,content
241,10,content
124,4,content
56,64,content
236,107,content
277,4,content
268,4,content
297,235,content
288,4,content
258,4,content
152,6,content
276,10,content
292,235,content
277,278,content
285,280,content
297,4,content
203,63,content
116,10,content
56,28,content
203,10,content
293,235,content
192,4,content
116,113,content
129,112,content
253,256,content
14,6,content
233,4,content
76,10,content
162,6,content
174,10,content
129,12,content
30,4,content
162,8,content
285,278,content
88,89,content
82,78,content
130,4,content
1,6,content
18,12,content
109,4,content
171,5,content
120,12,content
223,108,content
272,96,content
116,4,content
175,6,content
276,4,content
133,12,content
291,10,content
201,61,content
30,28,content
195,10,content
203,61,content
1,13,content
295,4,content
190,51,content
18,6,content
124,111,content
128,111,content
291,4,content
258,262,content
182,4,content
294,4,content
233,10,content
24,10,content
267,78,content
90,96,content
225,10,content
219,10,content
294,10,content
184,10,content
100,6,content
14,11,content
109,10,content
137,10,content
268,79,content
267,86,content
294,234,content
39,44,content
105,106,content
239,10,content
24,5,content
267,12,content
190,52,content
149,8,content
266,263,content
285,10,content
39,45,content
35,8,content
82,28,content
35,12,content
162,4,content
200,52,content
200,194,content
277,279,content
292,10,content
39,12,content
177,10,content
218,71,content
100,5,content
268,81,content
145,6,content
88,64,content
116,111,content
167,5,content
282,280,content
30,12,content
266,4,content
288,10,content
152,10,content
76,77,content
152,4,content
88,62,content
116,112,content
30,10,content
210,4,content
236,106,content
137,8,content
76,80,content
171,4,content
247,249,content
192,194,content
214,10,content
292,4,content
67,70,content
124,12,content
239,107,content
167,6,content
14,8,content
236,108,content
295,234,content
295,10,content
30,8,content
288,231,content
196,4,content
258,263,content
120,113,content
35,37,content
1,12,content
285,279,content
247,251,content
218,73,content
200,4,content
24,28,content
204,63,content
228,10,content
100,8,content
158,6,content
292,234,content
296,10,content
149,5,content
223,106,content
271,77,content
167,8,content
276,95,content
105,107,content
182,6,content
90,97,content
171,6,content
82,4,content
174,4,content
294,235,content
35,5,content
109,112,content
46,12,content
223,4,content
167,10,content
204,4,content
14,9,content
30,9,content
271,4,content
177,5,content
196,193,content
88,61,content
162,10,content
130,112,content
90,93,content
182,10,content
67,74,content
149,4,content
225,108,content
46,33,content
186,4,content
233,234,content
225,4,content
200,193,content
155,5,content
141,4,content
39,4,content
46,53,content
1,7,content
14,4,content
272,10,content
76,78,content
1,11,content
128,4,content
241,4,content
253,254,content
201,10,content
124,113,content
124,10,content
35,4,content
272,4,content
128,10,content
145,4,content
149,6,content
35,28,content
133,134,content
293,4,content
129,111,content
291,234,content
105,108,content
228,231,content
115,4,content
24,6,content
39,28,content
195,4,content
90,12,content
141,10,content
56,65,content
210,61,content
46,52,content
90,98,content
120,111,content
67,12,content
67,75,content
152,5,content
247,10,content
130,12,content
56,61,content
228,12,content
271,78,content
276,94,content
266,264,content
155,10,content
288,230,content
174,5,content
190,10,content
271,81,content
218,10,content
236,4,content
225,106,content
297,10,content
293,234,content
175,5,content
247,250,content
203,4,content
171,10,content
109,12,content
177,4,content
204,62,content
105,10,content
195,194,content
158,10,content
268,77,content
297,234,content
277,10,content
282,12,content
162,5,content
76,4,content
56,4,content
133,4,content
